gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,PreviousGrade,ExtracurricularActivities,LearningStyle,PersonalityType,MotivationLevel,ComputerUsage,InternetAccess,Friendships,PeerInfluence,ParentalEducation,ParentTeacherMeetings,PhysicalActivity,SleepDuration,AttitudeTowardsSubjects,BehavioralIssues,raisedhands,VisITedResources,AnnouncementsView,Discussion
M,saudi,USA,highlevel,G-04,A,Science,S,Father,Yes,Good,Under-7,H,A,Yes,Kinesthetic,Introvert,Low,Low,No,Many,Neutral,PhD,Yes,Moderate,Adequate,Neutral,Yes,58,39,16,22
M,uk,Saudi Arabia,highlevel,G-07,A,Science,S,Father,No,Bad,Under-7,M,D,Yes,Kinesthetic,Introvert,Low,High,Yes,None,Neutral,Bachelor,No,Moderate,Insufficient,Neutral,Yes,96,54,3,7
F,saudi,USA,highlevel,G-05,A,History,S,Guardian,No,Bad,Above-7,H,D,Yes,Visual,Introvert,Low,Medium,Yes,Many,Negative,HighSchool,Yes,Moderate,Adequate,Negative,Yes,77,6,8,31
M,us,UK,preschool,G-04,D,IT,S,Mother,No,Good,Under-7,H,D,No,Auditory,Extrovert,Low,High,No,Many,Neutral,Master,No,Moderate,Adequate,Positive,No,92,21,0,36
F,us,France,lowerlevel,G-06,A,Science,S,Father,Yes,Bad,Above-7,L,E,No,Auditory,Introvert,Medium,High,Yes,Many,Positive,HighSchool,Yes,Moderate,Adequate,Positive,No,85,16,15,36
M,uk,France,highlevel,G-06,C,Science,S,Mother,No,Good,Under-7,H,C,Yes,Visual,Introvert,Medium,High,Yes,Many,Negative,Master,No,Inactive,Insufficient,Positive,No,41,9,8,35
M,uk,China,highlevel,G-05,A,Science,F,Guardian,No,Good,Under-7,M,A,Yes,Auditory,Extrovert,High,Low,Yes,Some,Negative,Master,No,Active,Adequate,Positive,Yes,63,93,0,8
M,cn,India,middlelevel,G-04,A,Science,S,Mother,Yes,Good,Above-7,M,C,Yes,Auditory,Extrovert,Low,Medium,Yes,Some,Positive,Master,Yes,Inactive,Adequate,Positive,No,81,68,4,13
M,saudi,USA,highlevel,G-06,E,Math,F,Father,Yes,Good,Under-7,H,A,No,Auditory,Extrovert,Medium,Low,No,None,Negative,PhD,No,Active,Adequate,Positive,Yes,100,65,7,5
F,uk,France,highlevel,G-05,E,History,S,Mother,Yes,Good,Under-7,M,A,Yes,Visual,Extrovert,Low,Low,No,Some,Negative,Master,Yes,Active,Adequate,Neutral,No,32,4,9,23
F,fr,Saudi Arabia,lowerlevel,G-07,B,Math,S,Guardian,Yes,Bad,Under-7,M,D,Yes,Auditory,Introvert,Medium,Low,Yes,Many,Neutral,PhD,No,Active,Adequate,Positive,No,46,24,9,3
F,uk,France,lowerlevel,G-06,E,Science,F,Father,Yes,Bad,Above-7,L,B,No,Auditory,Introvert,Low,High,No,Some,Positive,Bachelor,Yes,Active,Adequate,Negative,Yes,88,61,11,19
F,fr,France,lowerlevel,G-05,C,History,S,Father,Yes,Bad,Above-7,H,D,Yes,Kinesthetic,Extrovert,Medium,Low,No,Many,Positive,Bachelor,No,Inactive,Insufficient,Neutral,Yes,64,62,14,7
F,uk,China,preschool,G-04,E,Science,F,Guardian,No,Bad,Under-7,M,A,No,Auditory,Introvert,Medium,Medium,Yes,None,Neutral,HighSchool,Yes,Active,Insufficient,Neutral,No,29,45,1,49
F,uk,UK,middlelevel,G-04,B,IT,S,Guardian,No,Good,Under-7,H,B,No,Auditory,Extrovert,Low,Medium,Yes,None,Positive,Bachelor,No,Inactive,Adequate,Negative,No,44,92,2,11
F,fr,Saudi Arabia,middlelevel,G-07,E,English,S,Mother,No,Good,Under-7,M,D,Yes,Auditory,Introvert,Low,Medium,No,Many,Negative,PhD,No,Moderate,Insufficient,Negative,Yes,31,99,15,33
M,fr,China,middlelevel,G-07,A,Science,S,Father,Yes,Bad,Under-7,M,D,Yes,Auditory,Introvert,Low,High,Yes,Many,Neutral,HighSchool,No,Moderate,Insufficient,Neutral,No,43,79,6,36
M,ind,China,preschool,G-04,D,IT,S,Father,Yes,Good,Under-7,L,E,Yes,Kinesthetic,Introvert,High,Medium,No,Some,Positive,Master,Yes,Moderate,Adequate,Neutral,No,92,17,17,40
M,cn,USA,preschool,G-04,C,Math,F,Mother,No,Good,Above-7,M,C,No,Auditory,Extrovert,High,High,No,None,Positive,PhD,Yes,Active,Adequate,Neutral,No,85,4,15,26
M,fr,China,middlelevel,G-07,C,IT,F,Guardian,Yes,Good,Under-7,L,C,Yes,Visual,Extrovert,Medium,High,Yes,Some,Neutral,Bachelor,Yes,Active,Insufficient,Neutral,No,55,19,17,32
M,saudi,Saudi Arabia,lowerlevel,G-04,E,Science,F,Guardian,Yes,Bad,Under-7,M,A,No,Visual,Introvert,Medium,High,No,Many,Negative,PhD,Yes,Active,Insufficient,Positive,Yes,8,75,3,11
M,us,Saudi Arabia,lowerlevel,G-06,D,History,S,Father,Yes,Bad,Above-7,H,B,No,Auditory,Introvert,Low,Medium,No,None,Neutral,Bachelor,No,Active,Adequate,Neutral,Yes,18,0,17,41
M,cn,France,preschool,G-07,C,English,F,Guardian,No,Good,Under-7,M,B,No,Kinesthetic,Extrovert,Medium,Medium,Yes,None,Positive,Master,No,Active,Insufficient,Neutral,No,25,16,5,20
F,fr,India,highlevel,G-07,C,IT,S,Father,No,Good,Above-7,L,A,Yes,Visual,Introvert,Medium,Medium,Yes,None,Neutral,Master,No,Moderate,Insufficient,Neutral,Yes,83,88,2,24
M,cn,India,middlelevel,G-05,A,Science,F,Guardian,No,Good,Under-7,M,D,No,Auditory,Introvert,Low,High,No,None,Positive,HighSchool,Yes,Moderate,Adequate,Positive,No,22,56,8,20
M,saudi,UK,lowerlevel,G-05,C,Math,F,Mother,No,Bad,Under-7,H,A,No,Kinesthetic,Extrovert,High,High,Yes,Some,Neutral,Master,Yes,Inactive,Adequate,Negative,No,49,99,19,34
M,us,India,highlevel,G-04,A,English,F,Guardian,Yes,Good,Under-7,H,E,Yes,Auditory,Introvert,High,Low,No,None,Neutral,PhD,Yes,Moderate,Adequate,Negative,No,66,85,1,1
M,saudi,Saudi Arabia,highlevel,G-05,A,Science,S,Mother,Yes,Bad,Under-7,M,C,Yes,Kinesthetic,Extrovert,Low,High,No,None,Positive,Master,No,Moderate,Insufficient,Negative,Yes,36,56,5,42
M,cn,France,middlelevel,G-06,B,History,F,Mother,No,Bad,Above-7,L,D,No,Kinesthetic,Extrovert,Low,Medium,No,Many,Positive,Master,Yes,Moderate,Insufficient,Neutral,Yes,42,26,1,17
M,saudi,India,lowerlevel,G-04,C,History,S,Guardian,No,Bad,Above-7,M,D,No,Auditory,Introvert,Low,Low,No,Some,Neutral,Master,No,Active,Adequate,Neutral,Yes,73,23,5,38
M,fr,France,lowerlevel,G-05,D,IT,S,Guardian,No,Good,Above-7,M,C,No,Auditory,Introvert,Medium,Low,No,Many,Neutral,Master,Yes,Inactive,Insufficient,Negative,No,53,6,16,49
M,ind,Saudi Arabia,middlelevel,G-04,D,History,F,Father,Yes,Bad,Under-7,H,E,Yes,Auditory,Extrovert,Low,High,No,Some,Neutral,Bachelor,No,Inactive,Insufficient,Positive,Yes,38,1,20,38
F,ind,Saudi Arabia,preschool,G-07,C,Science,S,Mother,No,Good,Above-7,M,D,Yes,Visual,Extrovert,High,Medium,Yes,Many,Neutral,Master,Yes,Moderate,Insufficient,Negative,Yes,80,12,8,33
F,fr,USA,highlevel,G-06,A,Math,S,Father,Yes,Good,Under-7,M,C,Yes,Auditory,Introvert,High,Low,Yes,Many,Negative,Master,Yes,Active,Adequate,Neutral,Yes,17,17,10,2
F,fr,India,preschool,G-05,B,English,S,Guardian,No,Good,Above-7,L,E,Yes,Auditory,Introvert,High,High,No,None,Negative,PhD,Yes,Inactive,Insufficient,Neutral,No,60,89,3,17
F,fr,France,highlevel,G-07,E,Science,S,Mother,Yes,Bad,Above-7,L,E,Yes,Visual,Introvert,Medium,High,No,Some,Neutral,HighSchool,Yes,Active,Adequate,Neutral,Yes,31,54,17,41
F,ind,UK,highlevel,G-06,D,Science,S,Guardian,No,Bad,Above-7,M,C,No,Auditory,Introvert,High,Medium,Yes,None,Positive,Master,No,Inactive,Adequate,Positive,No,20,38,14,45
M,uk,France,middlelevel,G-06,C,IT,F,Father,Yes,Bad,Under-7,M,D,No,Kinesthetic,Introvert,Medium,Medium,No,None,Positive,Bachelor,No,Inactive,Insufficient,Positive,No,29,73,8,15
M,saudi,France,preschool,G-05,E,Science,F,Mother,Yes,Bad,Under-7,L,E,No,Auditory,Introvert,High,High,No,Some,Negative,PhD,Yes,Inactive,Adequate,Positive,Yes,40,93,20,37
M,uk,Saudi Arabia,highlevel,G-07,B,History,S,Father,No,Bad,Above-7,L,A,Yes,Auditory,Extrovert,High,Medium,Yes,Some,Neutral,PhD,Yes,Inactive,Adequate,Positive,No,16,50,14,30
F,fr,France,preschool,G-04,E,Science,F,Guardian,No,Good,Above-7,M,C,Yes,Auditory,Introvert,Medium,Medium,Yes,Many,Positive,PhD,Yes,Moderate,Insufficient,Neutral,Yes,41,87,6,38
F,us,Saudi Arabia,lowerlevel,G-05,C,History,S,Mother,No,Good,Above-7,H,C,No,Auditory,Introvert,Medium,High,Yes,Many,Positive,Bachelor,Yes,Inactive,Adequate,Neutral,No,91,89,19,41
M,us,UK,lowerlevel,G-06,C,Science,S,Father,Yes,Bad,Above-7,H,A,Yes,Visual,Extrovert,Low,Medium,No,None,Neutral,Master,No,Active,Insufficient,Positive,Yes,57,52,19,43
M,saudi,UK,preschool,G-04,C,English,S,Mother,No,Bad,Under-7,H,A,No,Kinesthetic,Extrovert,Medium,High,Yes,None,Neutral,PhD,No,Active,Insufficient,Positive,Yes,94,70,8,11
F,cn,Saudi Arabia,lowerlevel,G-06,C,English,F,Mother,No,Bad,Under-7,M,D,No,Visual,Extrovert,Low,High,Yes,Some,Positive,Master,Yes,Moderate,Adequate,Neutral,No,83,78,9,1
F,cn,Saudi Arabia,lowerlevel,G-04,E,Math,F,Guardian,Yes,Bad,Above-7,L,B,No,Visual,Extrovert,Medium,Low,Yes,Many,Positive,Master,Yes,Active,Adequate,Neutral,No,24,85,5,23
F,uk,UK,lowerlevel,G-05,C,Math,S,Father,No,Good,Under-7,L,B,Yes,Kinesthetic,Introvert,Low,Medium,No,Some,Negative,HighSchool,No,Active,Adequate,Negative,No,90,46,14,18
F,ind,Saudi Arabia,middlelevel,G-05,C,Science,F,Mother,Yes,Bad,Above-7,M,D,Yes,Visual,Introvert,High,High,Yes,Many,Neutral,HighSchool,Yes,Moderate,Insufficient,Neutral,No,44,6,17,29
F,us,USA,highlevel,G-05,B,English,S,Guardian,No,Bad,Under-7,M,C,No,Visual,Introvert,Medium,High,No,Many,Neutral,HighSchool,No,Moderate,Adequate,Neutral,No,93,34,13,27
F,ind,USA,highlevel,G-05,C,Math,F,Mother,Yes,Good,Above-7,L,C,Yes,Visual,Introvert,Low,Low,Yes,Many,Neutral,Master,No,Moderate,Adequate,Positive,Yes,88,48,9,16
F,saudi,Saudi Arabia,lowerlevel,G-07,A,Science,F,Father,No,Bad,Under-7,H,C,Yes,Kinesthetic,Extrovert,Medium,Medium,Yes,Many,Neutral,Master,Yes,Moderate,Adequate,Negative,Yes,97,50,1,25
F,us,Saudi Arabia,highlevel,G-04,B,IT,S,Father,Yes,Good,Above-7,M,E,Yes,Visual,Extrovert,Medium,High,No,None,Negative,Master,Yes,Active,Adequate,Neutral,Yes,6,59,8,20
M,saudi,UK,preschool,G-05,D,Science,F,Guardian,Yes,Good,Above-7,H,C,No,Auditory,Extrovert,Low,Low,Yes,None,Negative,Bachelor,No,Inactive,Adequate,Positive,No,28,27,4,34
M,us,UK,lowerlevel,G-05,E,Math,F,Mother,Yes,Good,Above-7,H,B,No,Kinesthetic,Extrovert,Low,Low,Yes,Many,Positive,Bachelor,Yes,Moderate,Insufficient,Positive,Yes,92,31,2,19
M,fr,China,middlelevel,G-04,C,Math,F,Guardian,No,Good,Above-7,M,E,Yes,Kinesthetic,Extrovert,Medium,Low,No,None,Neutral,Master,Yes,Active,Adequate,Negative,Yes,91,26,3,11
F,cn,China,lowerlevel,G-06,A,IT,S,Guardian,Yes,Bad,Above-7,M,B,No,Visual,Extrovert,Medium,Medium,No,None,Positive,PhD,No,Active,Adequate,Negative,No,33,27,2,48
M,ind,India,highlevel,G-07,C,Math,S,Guardian,Yes,Good,Above-7,H,C,Yes,Auditory,Introvert,High,Low,Yes,None,Negative,Master,Yes,Active,Adequate,Negative,Yes,100,42,8,50
M,us,USA,lowerlevel,G-05,D,Math,S,Father,Yes,Bad,Under-7,M,D,No,Auditory,Introvert,Low,High,No,None,Neutral,Master,No,Moderate,Adequate,Negative,Yes,97,4,10,21
F,saudi,Saudi Arabia,highlevel,G-04,A,IT,S,Father,Yes,Good,Under-7,H,E,Yes,Visual,Introvert,Low,Low,Yes,Some,Neutral,Master,Yes,Moderate,Insufficient,Negative,Yes,4,33,18,42
F,us,France,highlevel,G-05,C,Math,F,Father,No,Bad,Under-7,H,D,No,Kinesthetic,Introvert,Medium,High,No,Some,Positive,HighSchool,No,Inactive,Insufficient,Positive,Yes,11,74,5,10
F,fr,Saudi Arabia,middlelevel,G-06,B,History,S,Guardian,No,Good,Under-7,M,E,Yes,Auditory,Extrovert,Medium,High,Yes,None,Negative,HighSchool,Yes,Moderate,Adequate,Negative,Yes,98,39,7,7
M,cn,UK,middlelevel,G-06,E,Science,S,Father,No,Good,Under-7,H,C,Yes,Visual,Extrovert,Low,Low,No,Many,Neutral,PhD,Yes,Active,Insufficient,Neutral,Yes,77,53,2,0
M,saudi,China,middlelevel,G-05,C,English,F,Father,No,Good,Under-7,H,B,No,Kinesthetic,Introvert,High,High,Yes,Some,Negative,HighSchool,Yes,Moderate,Adequate,Positive,Yes,1,27,18,34
F,uk,India,highlevel,G-04,C,English,S,Father,Yes,Good,Under-7,L,E,Yes,Kinesthetic,Extrovert,Low,Medium,No,Some,Positive,Bachelor,Yes,Active,Insufficient,Neutral,No,33,69,12,27
M,fr,UK,middlelevel,G-07,D,IT,F,Father,Yes,Good,Under-7,H,C,Yes,Auditory,Extrovert,High,High,No,None,Neutral,Bachelor,No,Active,Insufficient,Neutral,Yes,52,24,10,49
M,uk,France,preschool,G-07,A,English,S,Father,No,Good,Above-7,M,A,No,Visual,Extrovert,High,Medium,Yes,None,Negative,Bachelor,No,Moderate,Insufficient,Negative,No,95,47,8,33
F,cn,France,highlevel,G-05,A,History,F,Father,No,Bad,Above-7,H,A,Yes,Kinesthetic,Extrovert,Medium,High,No,Many,Neutral,HighSchool,No,Active,Adequate,Negative,Yes,62,41,14,44
M,cn,India,lowerlevel,G-06,B,History,F,Guardian,Yes,Bad,Under-7,H,C,No,Auditory,Extrovert,Low,High,Yes,Some,Negative,Bachelor,Yes,Moderate,Insufficient,Negative,Yes,53,18,18,20
M,fr,France,highlevel,G-04,D,Math,S,Guardian,No,Bad,Under-7,H,E,No,Auditory,Introvert,High,Medium,No,Some,Negative,Master,Yes,Active,Insufficient,Positive,Yes,38,9,5,2
M,cn,UK,highlevel,G-05,C,Science,S,Father,Yes,Good,Under-7,H,A,No,Kinesthetic,Extrovert,Low,High,No,None,Positive,PhD,No,Moderate,Insufficient,Positive,Yes,29,85,9,35
M,cn,China,highlevel,G-07,D,IT,F,Father,No,Good,Under-7,H,D,Yes,Kinesthetic,Introvert,Medium,Low,Yes,None,Negative,Master,No,Moderate,Insufficient,Neutral,Yes,57,4,10,49
M,us,India,highlevel,G-05,E,History,F,Mother,Yes,Good,Above-7,H,B,No,Visual,Extrovert,Medium,Low,Yes,Some,Neutral,Master,Yes,Active,Insufficient,Neutral,No,80,17,8,16
M,fr,France,highlevel,G-07,D,Science,F,Guardian,Yes,Good,Above-7,L,C,No,Auditory,Extrovert,Medium,Medium,No,Many,Neutral,Master,No,Inactive,Adequate,Negative,No,79,4,6,43
M,ind,Saudi Arabia,middlelevel,G-04,E,Math,S,Mother,No,Bad,Under-7,H,C,Yes,Visual,Extrovert,Low,Low,Yes,Many,Neutral,Master,Yes,Inactive,Adequate,Neutral,No,43,5,8,31
F,uk,USA,preschool,G-07,C,English,F,Father,Yes,Good,Above-7,H,D,No,Auditory,Extrovert,Medium,Low,Yes,Some,Negative,HighSchool,No,Moderate,Adequate,Positive,No,20,27,8,45
F,cn,China,highlevel,G-06,A,IT,S,Guardian,Yes,Good,Above-7,L,E,No,Kinesthetic,Extrovert,Medium,High,Yes,Some,Positive,Bachelor,Yes,Inactive,Insufficient,Positive,Yes,72,92,17,43
M,us,China,preschool,G-04,E,English,F,Father,No,Bad,Under-7,H,C,No,Kinesthetic,Introvert,High,High,No,Some,Positive,Bachelor,Yes,Active,Insufficient,Positive,No,13,72,13,37
M,us,France,lowerlevel,G-06,E,English,F,Father,Yes,Bad,Above-7,H,D,Yes,Auditory,Extrovert,High,High,Yes,Some,Positive,Master,Yes,Inactive,Adequate,Positive,No,81,17,7,9
F,ind,India,middlelevel,G-06,E,IT,F,Father,Yes,Good,Under-7,M,E,Yes,Auditory,Introvert,High,Medium,Yes,Some,Neutral,HighSchool,No,Active,Adequate,Neutral,No,81,5,6,26
M,uk,India,middlelevel,G-07,E,English,S,Guardian,No,Good,Above-7,M,A,No,Auditory,Extrovert,Medium,Low,Yes,Some,Neutral,PhD,Yes,Active,Insufficient,Positive,No,95,32,5,16
M,uk,France,highlevel,G-04,D,Math,S,Father,No,Bad,Under-7,M,E,No,Kinesthetic,Introvert,High,Medium,No,None,Positive,HighSchool,No,Active,Adequate,Positive,No,39,15,4,38
F,saudi,Saudi Arabia,middlelevel,G-07,C,English,S,Father,No,Good,Above-7,H,A,Yes,Auditory,Extrovert,High,High,Yes,Many,Neutral,Master,Yes,Active,Adequate,Negative,Yes,99,79,9,23
F,ind,France,highlevel,G-05,C,History,S,Father,No,Bad,Above-7,M,E,Yes,Auditory,Introvert,High,High,Yes,Many,Negative,HighSchool,No,Inactive,Adequate,Positive,No,74,19,2,16
F,cn,China,lowerlevel,G-07,B,IT,S,Father,No,Bad,Above-7,M,D,Yes,Kinesthetic,Extrovert,Low,Low,Yes,Some,Positive,Bachelor,Yes,Inactive,Adequate,Positive,Yes,82,34,2,24
F,ind,France,preschool,G-07,C,Science,F,Father,Yes,Bad,Above-7,M,E,No,Kinesthetic,Extrovert,Low,Low,Yes,None,Negative,PhD,No,Active,Insufficient,Positive,No,32,12,14,41
F,cn,Saudi Arabia,middlelevel,G-06,A,History,F,Father,No,Bad,Above-7,M,D,No,Kinesthetic,Introvert,Medium,Medium,No,Some,Positive,Master,No,Moderate,Insufficient,Neutral,Yes,56,0,7,21
M,us,France,lowerlevel,G-04,C,Science,F,Guardian,Yes,Bad,Above-7,M,D,Yes,Kinesthetic,Introvert,Medium,Low,Yes,Many,Negative,Master,No,Active,Adequate,Neutral,Yes,88,96,10,34
F,uk,Saudi Arabia,preschool,G-05,C,Math,S,Mother,Yes,Good,Under-7,L,D,No,Kinesthetic,Extrovert,High,Medium,No,None,Neutral,HighSchool,Yes,Inactive,Insufficient,Negative,No,90,55,8,26
F,cn,UK,preschool,G-07,D,Math,S,Guardian,No,Good,Under-7,L,C,No,Visual,Introvert,Medium,Low,Yes,Some,Positive,Master,No,Moderate,Adequate,Positive,Yes,30,78,20,39
F,us,France,preschool,G-07,B,Science,S,Mother,No,Bad,Above-7,L,C,No,Auditory,Introvert,Low,Low,No,Many,Negative,PhD,No,Active,Insufficient,Positive,No,22,86,6,0
M,fr,USA,preschool,G-04,B,Science,S,Mother,No,Bad,Under-7,H,D,Yes,Visual,Extrovert,High,Low,Yes,Some,Positive,Master,No,Inactive,Adequate,Positive,Yes,30,39,11,20
M,fr,UK,highlevel,G-04,B,Science,F,Father,Yes,Good,Under-7,M,D,No,Auditory,Introvert,High,Low,Yes,Some,Positive,Master,No,Active,Adequate,Neutral,No,26,76,11,36
F,cn,USA,preschool,G-07,C,History,F,Guardian,Yes,Good,Above-7,H,B,Yes,Kinesthetic,Extrovert,High,High,Yes,Some,Negative,Master,Yes,Inactive,Insufficient,Negative,Yes,70,76,15,40
F,ind,France,preschool,G-04,E,English,F,Guardian,Yes,Bad,Under-7,M,D,Yes,Kinesthetic,Extrovert,Low,Low,Yes,Many,Neutral,HighSchool,Yes,Moderate,Insufficient,Positive,No,16,35,11,13
M,cn,France,lowerlevel,G-06,C,Math,S,Father,No,Good,Under-7,H,E,Yes,Visual,Introvert,High,Low,No,Some,Negative,HighSchool,Yes,Moderate,Adequate,Negative,Yes,79,69,17,44
M,uk,India,highlevel,G-04,A,English,F,Mother,No,Bad,Under-7,H,D,No,Visual,Extrovert,High,Low,Yes,Some,Neutral,Bachelor,No,Active,Adequate,Negative,No,30,48,19,38
F,ind,China,highlevel,G-04,D,English,F,Mother,No,Bad,Above-7,L,B,No,Kinesthetic,Introvert,High,High,No,Many,Negative,Master,No,Active,Adequate,Positive,Yes,90,94,5,45
M,cn,France,highlevel,G-06,C,Math,S,Father,No,Good,Under-7,H,B,Yes,Visual,Introvert,High,Medium,No,None,Negative,Master,No,Moderate,Insufficient,Positive,Yes,47,96,1,1
F,cn,USA,highlevel,G-04,D,Science,S,Father,Yes,Bad,Under-7,L,B,No,Kinesthetic,Introvert,High,Low,Yes,None,Positive,PhD,Yes,Moderate,Insufficient,Neutral,No,10,62,17,20
F,us,USA,middlelevel,G-05,B,Math,S,Father,Yes,Good,Under-7,L,B,No,Kinesthetic,Extrovert,Medium,Medium,Yes,Many,Negative,PhD,Yes,Active,Adequate,Negative,Yes,33,38,14,25
M,uk,China,lowerlevel,G-06,B,Math,F,Guardian,No,Good,Above-7,M,C,Yes,Auditory,Introvert,High,Low,No,Some,Positive,Bachelor,No,Active,Insufficient,Negative,Yes,68,100,13,16
M,cn,USA,highlevel,G-04,C,Math,F,Father,Yes,Good,Under-7,H,C,No,Auditory,Introvert,Low,High,No,Many,Positive,HighSchool,Yes,Active,Insufficient,Negative,No,52,43,6,41
F,saudi,India,lowerlevel,G-06,A,IT,S,Guardian,No,Bad,Under-7,M,B,Yes,Kinesthetic,Extrovert,High,Medium,Yes,Some,Neutral,Bachelor,No,Active,Insufficient,Positive,No,74,57,0,15
M,us,UK,highlevel,G-05,C,Math,S,Mother,No,Good,Under-7,M,C,No,Visual,Extrovert,Low,Low,No,Many,Positive,PhD,Yes,Active,Adequate,Negative,Yes,87,63,1,37
M,us,USA,preschool,G-07,A,Science,S,Father,Yes,Good,Under-7,L,A,Yes,Kinesthetic,Introvert,Medium,Medium,Yes,None,Negative,PhD,No,Active,Insufficient,Neutral,Yes,86,8,1,23
F,us,UK,middlelevel,G-07,B,IT,F,Guardian,No,Bad,Under-7,L,D,Yes,Visual,Extrovert,Medium,Low,Yes,None,Negative,Master,No,Moderate,Insufficient,Neutral,No,24,36,13,35
F,uk,India,middlelevel,G-06,D,Math,F,Mother,No,Good,Above-7,H,A,No,Auditory,Extrovert,High,Low,No,Many,Neutral,PhD,No,Active,Insufficient,Positive,No,11,48,20,28
M,ind,China,middlelevel,G-05,D,Math,S,Father,Yes,Bad,Under-7,H,B,Yes,Visual,Extrovert,Low,Low,No,None,Neutral,Bachelor,No,Inactive,Insufficient,Neutral,No,30,80,9,9
F,cn,USA,highlevel,G-04,A,Math,S,Father,No,Good,Above-7,M,C,Yes,Auditory,Introvert,Low,Low,Yes,Many,Neutral,Master,No,Active,Adequate,Negative,No,69,93,2,18
F,us,USA,highlevel,G-07,B,Science,F,Mother,Yes,Good,Above-7,H,A,Yes,Kinesthetic,Extrovert,High,Low,Yes,None,Positive,Master,No,Inactive,Adequate,Neutral,Yes,16,72,6,32
F,saudi,USA,lowerlevel,G-06,D,History,S,Mother,Yes,Bad,Above-7,M,B,No,Visual,Introvert,Medium,High,No,Many,Negative,Bachelor,Yes,Inactive,Insufficient,Positive,No,15,26,6,49
M,fr,USA,lowerlevel,G-07,E,English,S,Father,No,Good,Under-7,H,E,No,Kinesthetic,Extrovert,Medium,Medium,No,None,Neutral,Bachelor,No,Inactive,Insufficient,Positive,Yes,7,27,14,12
M,ind,China,highlevel,G-06,D,Math,F,Mother,No,Bad,Under-7,L,A,No,Kinesthetic,Introvert,High,Medium,No,Some,Neutral,Bachelor,Yes,Inactive,Adequate,Positive,Yes,19,50,17,5
M,uk,China,middlelevel,G-07,D,English,S,Guardian,No,Bad,Under-7,M,E,Yes,Kinesthetic,Extrovert,Low,Medium,No,None,Positive,Master,No,Active,Adequate,Negative,No,70,1,2,5
F,ind,France,highlevel,G-06,B,IT,S,Mother,Yes,Bad,Above-7,H,A,No,Auditory,Introvert,Low,Low,Yes,None,Neutral,HighSchool,Yes,Inactive,Insufficient,Negative,No,26,90,1,37
M,cn,UK,lowerlevel,G-05,B,English,S,Father,No,Good,Above-7,L,A,Yes,Auditory,Introvert,Medium,Low,Yes,Many,Negative,PhD,No,Inactive,Insufficient,Negative,Yes,22,54,0,25
M,fr,China,preschool,G-06,C,History,F,Guardian,Yes,Bad,Under-7,H,C,No,Visual,Extrovert,High,Medium,No,None,Neutral,PhD,No,Inactive,Adequate,Positive,No,89,22,1,26
M,ind,China,preschool,G-07,A,Science,F,Guardian,No,Bad,Above-7,L,C,No,Auditory,Introvert,Medium,High,Yes,None,Negative,Master,No,Inactive,Adequate,Negative,No,34,38,14,43
M,fr,India,preschool,G-06,D,IT,S,Guardian,Yes,Good,Above-7,M,C,Yes,Kinesthetic,Introvert,Medium,Low,Yes,Some,Negative,Master,No,Inactive,Insufficient,Negative,Yes,96,39,18,4
F,cn,UK,preschool,G-04,C,English,F,Guardian,No,Bad,Under-7,M,A,No,Kinesthetic,Extrovert,Low,Low,Yes,Some,Negative,Bachelor,Yes,Inactive,Adequate,Neutral,Yes,34,61,5,27
F,saudi,France,lowerlevel,G-05,D,Science,S,Guardian,No,Good,Above-7,M,E,Yes,Auditory,Introvert,Low,Medium,Yes,Many,Positive,PhD,Yes,Active,Insufficient,Neutral,No,68,99,5,15
M,fr,China,lowerlevel,G-05,D,English,F,Guardian,No,Good,Under-7,H,D,No,Auditory,Extrovert,Low,High,No,None,Neutral,PhD,No,Moderate,Insufficient,Neutral,Yes,85,2,12,3
F,ind,UK,highlevel,G-04,B,Science,F,Father,Yes,Bad,Under-7,M,B,Yes,Auditory,Introvert,Low,High,Yes,Many,Positive,HighSchool,No,Active,Adequate,Neutral,No,11,84,10,30
F,saudi,UK,middlelevel,G-04,A,English,S,Guardian,Yes,Bad,Under-7,L,B,Yes,Visual,Extrovert,High,Medium,No,Some,Positive,PhD,Yes,Inactive,Adequate,Neutral,Yes,65,64,6,21
F,us,Saudi Arabia,lowerlevel,G-05,C,Science,S,Guardian,Yes,Bad,Under-7,L,C,Yes,Auditory,Extrovert,Low,Low,No,None,Negative,PhD,Yes,Active,Insufficient,Positive,No,28,19,4,25
M,fr,USA,highlevel,G-07,A,Math,S,Father,Yes,Good,Under-7,M,D,Yes,Kinesthetic,Introvert,High,High,No,Some,Neutral,HighSchool,No,Inactive,Adequate,Positive,No,88,45,5,39
M,ind,Saudi Arabia,middlelevel,G-05,D,Math,F,Guardian,No,Bad,Above-7,M,B,Yes,Visual,Extrovert,Medium,Medium,Yes,None,Positive,HighSchool,No,Active,Adequate,Negative,No,86,52,8,49
M,uk,USA,preschool,G-04,D,History,F,Father,No,Bad,Above-7,H,C,Yes,Auditory,Extrovert,Medium,Low,Yes,None,Neutral,PhD,No,Active,Insufficient,Positive,No,2,80,7,24
